video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=3HR0nRnUvHY&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@mustangs-warriors-siouxx2l719,Mustangs-Warriors-SiouxX2 Live,GIRLS REGION 4 A BBALL TOURNEY STANDING ROCK LADY WARRIORS VS HAZEN BISON,876,Streamed 3 weeks,Please share and join us in the comment section Here is the KLND SPORTS live broadcast of all your basketball action (be sure ...,2026-03-17 02:57:05.579556
/watch?v=7lxrC2pc3ww&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@KyleTurnerHunter,"Kyle Turner, Hunter",TURKEY HUNTING SOUTH DAKOTA | STANDING ROCK RESERVATION,3.3K,3 years,My long time friend and me headed out to the Standing Rock Reservation to turkey hunt some new country. What a adventure we ...,2026-03-17 02:57:05.581132
/watch?v=lhtkz8PBG7g&list=RDlhtkz8PBG7g&start_radio=1&pp=ygUNc3RhbmRpbmcgcm9ja6AHAQ%3D%3D,/channel/UCSBBlaJJ-tk9zg_1VTh0ndw,ZEE,ZEE - Standing On The Rock (Official Music Video),437K,5 years,ZEE - Standing On The Rock (Official Music Video) Subscribe to this channel: ...,2026-03-17 02:57:05.582926
/watch?v=5Vf7zk38mi4&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@CNN,CNN,Police have their say about Standing Rock,4.1K,9 years,Police at the Dakota Access Pipeline protests give their side of the story about confrontations with protestors to CNN's Sara ...,2026-03-17 02:57:05.585914
/watch?v=AeUIyI83b7g&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@LauraFlandersAndFriends,Laura Flanders & Friends,RISE With Standing Rock,37K,9 years,"There's a revolution happening in Standing Rock, at the Očhéthi Šakówiŋ camp, and across the country. Over 200 indigenous ...",2026-03-17 02:57:05.587505
/watch?v=rDzFZ4BTx9U&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@ndgnf,North Dakota Game and Fish Department,Standing Rock Elk - NDGNF,4.6K,10 years,"The Standing Rock Sioux Tribe, UND and the North Dakota Game and Fish Department are partnering in a study of the Sioux ...",2026-03-17 02:57:05.589658
/watch?v=X2obKg3oXXc&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@CBSMornings,CBS Mornings,Standing Rock Sioux chairman urges protesters to leave,1.8K,9 years,A transition spokesman said President-elect Donald Trump will review the Dakota Access Pipeline when he takes office. The Army ...,2026-03-17 02:57:05.590881
/watch?v=YYcl7AKSjxI&pp=ygUNc3RhbmRpbmcgcm9ja9IHCQnFCgGHKiGM7w%3D%3D,/@DemocracyNow,Democracy Now!,"Standing Rock Special: Dakota Excess Pipeline? Media & Water Protectors Face Strip Searches, Jail",14K,9 years,http://democracynow.org - Today we're revisiting Democracy Now! reports on the ongoing standoff at Standing Rock in North ...,2026-03-17 02:57:05.592274
/watch?v=XvhEBZVi8ew&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@NBCNews,NBC News,Arrests At Standing Rock As Protesters’ Eviction Deadline Passes | NBC Nightly News,2.2K,9 years,The “water protectors” protesting the Dakota Access pipeline were ordered by law enforcement to leave their Standing Rock Sioux ...,2026-03-17 02:57:05.595864
/watch?v=_rsAyaSdkJc&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@NBCNews,NBC News,Veterans Stand Ground With Pipeline Protesters At Standing Rock | NBC News,34K,9 years,We follow native activist and veteran Dustin Monroe to Standing Rock where veterans join tribes to protest the pipeline.,2026-03-17 02:57:05.597841
/watch?v=VRqaZsl3lFE&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@mustangs-warriors-siouxx2l719,Mustangs-Warriors-SiouxX2 Live,STANDING ROCK WARRIORS VS DUNSEITH DRAGONS DOUBLE HEADER,1.1K,Streamed 2 months,"for today this link will remain LIVE, pausing between games for the warm up session , please share and join us in the comment ...",2026-03-17 02:57:05.599903
/watch?v=RX-3jdXa46U&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@aljazeeraenglish,Al Jazeera English,Standing Rock and the Battle Beyond | Fault Lines,55K,9 years,"For months, Native Americans have been protesting against the Dakota Access oil pipeline, a multibillion-dollar construction ...",2026-03-17 02:57:05.604434
/watch?v=9PxgcUfY7LE&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@DemocracyNow,Democracy Now!,Report from Standing Rock: 100+ Militarized Police Deployed Against Native American Water Protectors,58K,9 years,"http://democracynow.org - On Saturday, hundreds of people temporarily stopped work at multiple construction sites at the site of ...",2026-03-17 02:57:05.607407
/watch?v=ply14OGxq5Q&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@CrayNovick,Cray Novick,Water Protectors -- Standing Rock 2022,22K,5 years,"Mni Wconi -- water is life. This film is a rallying cry for us all to be called as water protectors, as protectors of life on planet earth.",2026-03-17 02:57:05.609210
/watch?v=LTlgJRwpNhA&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@wehuntmn,We Hunt MN,Belly Crawled and Dropped Him! | David's 2025 Standing Rock Reservation Mule Deer D,10K,3 months,We Hunt MN's David has an exciting encounter with a nice 3x3 South Dakota mule deer buck during the 2025 Standing Rock ...,2026-03-17 02:57:05.613074
/watch?v=_rt8v9Qr0ZA&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@ajplus,AJ+,How Standing Rock Is A Blueprint For Protesters,4.8K,9 years,AJ+ presenter Ahmed Shihab-Eldin gives his opinion on why those opposing the Dakota Access Pipeline are a model for other ...,2026-03-17 02:57:05.614410
/watch?v=JWMJ2HGGM18&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@mustangs-warriors-siouxx2l719,Mustangs-Warriors-SiouxX2 Live,STANDING ROCK WARRIORS VS WATFORD CITY WOLVES,718,Streamed 1 month,Please share and join us in the comment section Here is the KLND SPORTS live broadcast of all your basketball action (be sure ...,2026-03-17 02:57:05.617852
/watch?v=Phre0bArD0M&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@IndianCountryToday,Indian Country Today,A MESSAGE FROM NATIVE FILMMAKERS FIGHTING THE DAKOTA PIPELINE AT STANDING ROCK,18K,9 years,"Film by Heather Rae, Cody Lucich and Ben Dupris Posted by Sundance Film Festival ...",2026-03-17 02:57:05.619100
/watch?v=nlccshLU-Og&list=RDnlccshLU-Og&start_radio=1&pp=ygUNc3RhbmRpbmcgcm9ja6AHAQ%3D%3D,/channel/UCL7aOpP89MGVXrPu7Pzhhpw,Gaither Music TV,Bill & Gloria Gaither - I'm Standing On the Solid Rock (Live),206K,13 years,Music video by Bill & Gloria Gaither performing I'm Standing On the Solid Rock (Live). (P) (C) 2012 Spring House Music Group.,2026-03-17 02:57:05.625719
/watch?v=Giut1q4aXuk&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@mustangs-warriors-siouxx2l719,Mustangs-Warriors-SiouxX2 Live,STANDING ROCK WARRIORS VS BEULAH MINERS,659,Streamed 1 month,Please share and join us in the comment section Here is the KLND SPORTS live broadcast of all your basketball action (be sure ...,2026-03-17 02:57:12.808424
/watch?v=h5jnLNyj5JY&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@KFYR-TV,KFYR+,Standing Rock students put on radio show,183,2 years,Standing Rock students put on radio show For more Local News from KFYR: https://www.kfyrtv.com/ For more YouTube Content: ...,2026-03-17 02:57:12.809854
/watch?v=5MKWPWD3C-0&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@IndianCountryToday,Indian Country Today,Dear Veterans: Welcome to Standing Rock,60K,9 years,Dear Veterans: Welcome to Standing Rock by Longhouse Media.,2026-03-17 02:57:12.811588
/watch?v=TVN8cCMlxOE&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@NBCNews,NBC News,Standing Rock Sioux Tribe Takes Pipeline Fight To U.N. | NBC News,5.4K,9 years,Standing Rock Chairman Dave Archambault II told the U.N. Human Rights Council that the controversial Dakota Access Pipeline ...,2026-03-17 02:57:12.814012
/watch?v=1FwOYI2kay4&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@espn,ESPN,[FULL] Kyrie Irving speech at Standing Rock Sioux naming ceremony | ESPN,73K,7 years,Boston Celtics guard and NBA All-Star Kyrie Irving gives an emotional speech at his Standing Rock Sioux naming ceremony on ...,2026-03-17 02:57:12.816855
/watch?v=Xf1OESNrsQE&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@AssociatedPress,Associated Press,Deadline Looms for Standing Rock Protesters,4.4K,9 years,Authorities in North Dakota have said they'll move away from a key bridge near the main Dakota Access oil pipeline protest camp ...,2026-03-17 02:57:12.819414
/watch?v=Pzre-EptsU4&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@abc10news,ABC 10 News,Local vets will be human shields at standing rock,5.7K,9 years,"Say they're going to protect the protesters ◂ San Diego's News Source - 10News, KGTV, delivers the latest breaking news, ...",2026-03-17 02:57:12.820746
/watch?v=QFjnudxcfv0&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@Vogue,Vogue,Stories From Standing Rock | Vogue,79K,9 years,"In North Dakota, thousands of Native Americans and allies have joined the Standing Rock Sioux Tribe in a fight to stop the Dakota ...",2026-03-17 02:57:12.822363
/watch?v=0lLlMLXiBjI&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@DemocracyNow,Democracy Now!,Standing Rock: Police Arrest 120+ Water Protectors as Dakota Access Speeds up Pipeline Construction,49K,9 years,"http://democracynow.org - We go to North Dakota for an update on the ongoing Standoff at Standing Rock, where thousands of ...",2026-03-17 02:57:12.823723
/watch?v=PwsCuG1kSRk&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@msnow,MS NOW,Rewrite: The Protests At Standing Rock | The Last Word | MSNBC,141K,9 years,"In the Rewrite, Lawrence explains why a protest by Native Americans in North Dakota reminds us of the history American always ...",2026-03-17 02:57:12.825710
/watch?v=3FJx8q430Y0&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@telesurenglish,TeleSUR English,Standing Rock: A New Era for Native American Movements,3.4K,9 years,Does Standing Rock mark the beginning of a new era for Native American movements? Abby Martin and one of Wounded Knee ...,2026-03-17 02:57:12.826916
/watch?v=mD3VvWKItGU&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@DemocracyNow,Democracy Now!,"As Thousands of Vets Descend on Standing Rock, U.S. Army Backs Down and Halts Pipeline Construction",25K,9 years,http://democracynow.org - The announcement from the U.S. Army Corps of Engineers that it would deny a permit to Energy Party ...,2026-03-17 02:57:12.828204
/watch?v=xulmHwUJCdY&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@NBCNews,NBC News,Protesters Endure Blizzard To Remain At Standing Rock | NBC News,7.3K,9 years,Protesters vow to stay in the camp near Cannon Ball to continue their fight against the Dakota Pipeline despite the frigid ...,2026-03-17 02:57:12.832852
/watch?v=okfEv-PHvUU&list=RDokfEv-PHvUU&start_radio=1&pp=ygUNc3RhbmRpbmcgcm9ja6AHAQ%3D%3D,/@seanfeucht,Sean Feucht,Standing On The Rock - Let Us Worship Live from Philly - Sean Feucht - Meredith Mauldin,13K,3 years,Sean Feucht & Meredith Mauldin sing 'Standing on the Rock' at Let Us Worship Live from Philly! Follow Sean: ...,2026-03-17 02:57:12.834262
/watch?v=ftNRL0p-Bs4&pp=ygUNc3RhbmRpbmcgcm9ja9IHCQnFCgGHKiGM7w%3D%3D,/@HealthHappensHere,HealthHappensHere,LA’s Indigenous Community Stands with Standing Rock,461,9 years,"Chrissie Castro (California Native Vote Project), Dr. Andrea Garcia (Physician) and Temryss Lane (Footballer, N7 Ambassador) ...",2026-03-17 02:57:12.835410
/shorts/M5uTM3Kiz-s,/@studyhall,Study Hall ,What Happened at Standing Rock?,3.1K,1 year,In 2016 thousands of people camped in freezing temperature for months to protest a pipeline that would potentially contaminate ...,2026-03-17 02:57:12.836700
/watch?v=G4-s1K7qsEY&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@RebelHQ,Rebel HQ,Standing Rock Protectors BRUTALIZED By Cops In Standoff,89K,9 years,Energy Transfer Partners: (214) 981-0700 U.S. Army Corps Of Engineers: (202) 761-0010; (202) 761-0014 Department of Justice: ...,2026-03-17 02:57:12.837916
/watch?v=rUs0P0bL4us&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@CNN,CNN,ND:OBAMA STANDING ROCK SIOUX INDIAN RESERVATION,1.5K,9 years,"To License This Clip, Click Here: http://collection.cnn.com/content/clip/37055274_001.do.",2026-03-17 02:57:22.227973
/watch?v=Th69Q4Be_Rk&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@telesurenglish,TeleSUR English,Maya Solidarity Against DAPL at Standing Rock,31K,9 years,"Maya Ancestral Authorities, representing a mandate of their people, traveled to Standing Rock because they know the struggle.",2026-03-17 02:57:22.233424
/watch?v=M3wq7wkgvYY&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@DemocracyNow,Democracy Now!,“A Dream That Comes True”: Standing Rock Elder Hails Order to Shut Down DAPL After Years of Protest,62K,5 years,"Following years of resistance, the Standing Rock Sioux Tribe and Indigenous organizers across the country scored a massive ...",2026-03-17 02:57:22.238823
/watch?v=KGZnnvzcFxI&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@TheMajorityReport,The Majority Report w/ Sam Seder,Standing Rock: Activist & Vet Wes Clark Jr. Apologizes To Lakota & Sioux Leaders In Formal Ceremony,8.5K,9 years,"In this Majority Report clip, we watch Wes Clark Jr.—climate activist, Army veteran, TYT commentator, and son of retired Gen.",2026-03-17 02:57:22.240075
/watch?v=qJZ1-LAFOTo&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@Vox,Vox,"The fight over the Dakota Access Pipeline, explained",477K,9 years,How Native Americans and environmentalists stopped a $3.8 billion oil pipeline. Subscribe to our channel! http://goo.gl/0bsAjO ...,2026-03-17 02:57:22.241398
/watch?v=JBiBI64O-i0&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@KXNewsND,KX News,Standing Rock Emergency,68,6 years,Standing Rock Emergency.,2026-03-17 02:57:22.244967
/watch?v=mVlx_32dKuU&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@KFYR-TV,KFYR+,Dakota Governors meet with Standing Rock Sioux Tribe,392,11 months,Dakota Governors meet with Standing Rock Sioux Tribe For more Local News from KFYR: https://www.kfyrtv.com/ For more ...,2026-03-17 02:57:22.246227
/watch?v=vuurtEX5Za4&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@DemocracyNow,Democracy Now!,Standing Rock Special: Dallas Goldtooth on Police Violence & Repression of Movement Against DAPL,47K,9 years,http://democracynow.org - We continue our look back at Democracy Now!'s coverage of the ongoing standoff at Standing Rock in ...,2026-03-17 02:57:22.251811
/watch?v=OGJXnfMlwH8&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@KXNewsND,KX News,Standing Rock on DAPL,150,5 years,Standing Rock on DAPL.,2026-03-17 02:57:22.255804
/watch?v=3oHbYtql87I&list=RD3oHbYtql87I&start_radio=1&pp=ygUNc3RhbmRpbmcgcm9ja6AHAdIHCQnFCgGHKiGM7w%3D%3D,/@seanfeucht,Sean Feucht,Standing on the Rock - Sean Feucht - Let Us Worship - Colorado,13K,3 years,FULL ALBUM RELEASING SEPTEMBER 13TH!! Follow Sean: https://www.facebook.com/sean.feucht ...,2026-03-17 02:57:22.259652
/watch?v=pTKpnuLr5lw&pp=ygUNc3RhbmRpbmcgcm9ja9IHCQnFCgGHKiGM7w%3D%3D,/@DemocracyNow,Democracy Now!,Standing Rock Sioux Tribe Chair: Obama's Legacy Rests on Whether He Stops Dakota Access Pipeline,10K,9 years,http://democracynow.org - A federal appeals court recently rejected a bid by the Standing Rock Sioux Tribe to permanently halt ...,2026-03-17 02:57:22.263714
/watch?v=JbJOownDnMs&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@PBSNewsHour,PBS NewsHour,"Despite impending deadline, Standing Rock protesters vow to stay",7.5K,9 years,"As temperatures in North Dakota plunge into the single digits, the standoff over an oil pipeline near a Native American reservation ...",2026-03-17 02:57:22.265334
/watch?v=OYjZK_6i37M&list=RDOYjZK_6i37M&start_radio=1&pp=ygUNc3RhbmRpbmcgcm9ja6AHAQ%3D%3D,/channel/UCe9rl8k6yymUeVzzXfFGWwA,Godsmack,Godsmack - I Stand Alone,263M,16 years,REMASTERED IN HD! Official Music Video for I Stand Alone performed by Godsmack. #Godsmack #IStandAlone #Remastered.,2026-03-17 02:57:22.268801
/watch?v=S4AzezTWwd4&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@TheYoungTurks,The Young Turks,"Standing Rock Drone Footage Looks Bad, So Government Bans It",255K,9 years,The US government is doing everything it can to sweep this whole Standing Rock thing under the rug. Cenk Uygur and Ana ...,2026-03-17 02:57:22.270207
/watch?v=TZP7qRyaNgs&pp=ygUNc3RhbmRpbmcgcm9jaw%3D%3D,/@TheYoungTurks,The Young Turks,Standing Rock Protector's Arm Blown Off By Police Grenade,378K,9 years,Police threw concussion grenades at Standing Rock water protectors. Now a woman's arm is being amputated. Brett Erlich and ...,2026-03-17 02:57:22.271515
/watch?v=EyfyqX4raCk&pp=ygUNc3RhbmRpbmcgcm9ja9IHCQnFCgGHKiGM7w%3D%3D,/@TEDx,TEDx Talks,Standing Rock: The Power of Telling Our Own Story | Josue Rivas | TEDxRapidCity,10K,8 years,L.A.-based photographer and filmmaker Josue Rivas gained national attention for his work covering Standing Rock. In this moving ...,2026-03-17 02:57:22.279929
